"monyear","CompositeN.x","p03_POR","p03_2008great","greater2008","p03_Selected","p50_all","pe03_all","MONID.x","summarized.x","MONID.y","CompositeN.y","excmnbx","excwldp","exc0307","exclesspt5s","excless1s","excless2s","XericRatio","XericFlagG","connected","TypeWorL","CompositeTimeSeriesName","NotDevelopmentDataset","TBSiteID","TBCompositeID","compositetsname","augstatus","acres","depth","wellfield","eco1990_2002","eco2003_2007","eco2008_2014","rfwha1998","rfwha2016","TBWName1","SWFWMDName1","proposedtype","connectedbutkeep","augmentdistrict","maybemesic","assessedasunmon","ecoscombined","sasddncombined","npresorun","summarized.y","olderoffset"
"421_1996_2002","421_S-023_STWF H",31.6556,31.4144,NA,31.6556,27.7,-3.9556,421,"1996_2002",421,"421_S-023_STWF H",NA,NA,NA,NA,NA,1,0.869978904,1,"Conditionally Connected","wetland","STK-S-023",NA,5420,3229,"STK-S-023","None",18.40854591,5,"STK","S","S","NS",0,0,"S-023","STWF H","Xeric Isolated Cypress",NA,NA,NA,NA,"S",1.427912712,32.1,"1996_2002",-3.9556
"421_2003_2007","421_S-023_STWF H",31.6556,31.4144,NA,31.6556,29.39,-2.2656,421,"2003_2007",421,"421_S-023_STWF H",NA,NA,1,NA,NA,1,0.869978904,1,"Conditionally Connected","wetland","STK-S-023",NA,5420,3229,"STK-S-023","None",18.40854591,5,"STK","S","S","NS",0,0,"S-023","STWF H","Xeric Isolated Cypress",NA,NA,NA,NA,"S",1.590862513,32.1,"2003_2007",-2.2656
"421_2008_2014","421_S-023_STWF H",31.6556,31.4144,NA,31.6556,29.48,-2.1756,421,"2008_2014",421,"421_S-023_STWF H",NA,NA,NA,NA,NA,NA,0.869978904,1,"Conditionally Connected","wetland","STK-S-023",NA,5420,3229,"STK-S-023","None",18.40854591,5,"STK","S","S","NS",0,0,"S-023","STWF H","Xeric Isolated Cypress",NA,NA,NA,NA,"NS",0.679967,32.1,"2008_2014",-2.1756
"422_1996_2002","422_S-024_S-024/STWF B   (Grass Prairie W*",32.138,31.8456,NA,32.138,27.1,-5.038,422,"1996_2002",422,"422_S-024_S-024/STWF B   (Grass Prairie W*",NA,NA,NA,NA,NA,1,0.857412086,1,"Conditionally Connected","wetland","STK-S-024",NA,5421,3230,"STK-S-024","Current/Recent",88.84806801,3.97,"STK","S","S","NS",0,0,"S-024","S-024 (Grass Prairie West)","Xeric Isolated Marsh",NA,1,NA,NA,"S",1.372407794,31,"1996_2002",-5.038
"422_2003_2007","422_S-024_S-024/STWF B   (Grass Prairie W*",32.138,31.8456,NA,32.138,28.66,-3.478,422,"2003_2007",422,"422_S-024_S-024/STWF B   (Grass Prairie W*",NA,NA,1,NA,NA,1,0.857412086,1,"Conditionally Connected","wetland","STK-S-024",NA,5421,3230,"STK-S-024","Current/Recent",88.84806801,3.97,"STK","S","S","NS",0,0,"S-024","S-024 (Grass Prairie West)","Xeric Isolated Marsh",NA,1,NA,NA,"S",1.483212113,31,"2003_2007",-3.478
"422_2008_2014","422_S-024_S-024/STWF B   (Grass Prairie W*",32.138,31.8456,NA,32.138,28.085,-4.053,422,"2008_2014",422,"422_S-024_S-024/STWF B   (Grass Prairie W*",NA,NA,NA,NA,NA,NA,0.857412086,1,"Conditionally Connected","wetland","STK-S-024",NA,5421,3230,"STK-S-024","Current/Recent",88.84806801,3.97,"STK","S","S","NS",0,0,"S-024","S-024 (Grass Prairie West)","Xeric Isolated Marsh",NA,1,NA,NA,"NS",0.634957,31,"2008_2014",-4.053
"423_1996_2002","423_S-030_STWF U",31.72,31.8212,1,31.8212,28.115,-3.7062,423,"1996_2002",423,"423_S-030_STWF U",NA,NA,NA,NA,NA,NA,0.770662531,1,"Connected","wetland","STK-S-030",NA,5423,3232,"STK-S-030","None",1.827618574,2.54,"STK","S","S","S?",0,0,"S-030","STWF U","Xeric Isolated Cypress",NA,NA,NA,NA,"S",2.496854544,32,"1996_2002",-3.7062
"423_2003_2007","423_S-030_STWF U",31.72,31.8212,1,31.8212,29.46,-2.3612,423,"2003_2007",423,"423_S-030_STWF U",NA,NA,1,NA,NA,NA,0.770662531,1,"Connected","wetland","STK-S-030",NA,5423,3232,"STK-S-030","None",1.827618574,2.54,"STK","S","S","S?",0,0,"S-030","STWF U","Xeric Isolated Cypress",NA,NA,NA,NA,"S",2.798770666,32,"2003_2007",-2.3612
"423_2008_2014","423_S-030_STWF U",31.72,31.8212,1,31.8212,30.59,-1.2312,423,"2008_2014",423,"423_S-030_STWF U",NA,NA,NA,NA,NA,NA,0.770662531,1,"Connected","wetland","STK-S-030",NA,5423,3232,"STK-S-030","None",1.827618574,2.54,"STK","S","S","S?",0,0,"S-030","STWF U","Xeric Isolated Cypress",NA,NA,NA,NA,NA,1.07829,32,"2008_2014",-1.2312
"425_1996_2002","425_S-035_",41.719,41.723,1,41.723,36.375,-5.348,425,"1996_2002",425,"425_S-035_",NA,NA,NA,NA,NA,NA,0.719597283,1,"Conditionally Connected","wetland","STK-S-035",NA,5425,3234,"STK-S-035","Past",0.727614323,4.78,"STK","S","S","NS",0,1,"S-035",NA,"Xeric Isolated Cypress",NA,NA,NA,NA,"S",4.766069889,40.9,"1996_2002",-5.348
"425_2003_2007","425_S-035_",41.719,41.723,1,41.723,38.63,-3.093,425,"2003_2007",425,"425_S-035_",NA,NA,1,NA,NA,NA,0.719597283,1,"Conditionally Connected","wetland","STK-S-035",NA,5425,3234,"STK-S-035","Past",0.727614323,4.78,"STK","S","S","NS",0,1,"S-035",NA,"Xeric Isolated Cypress",NA,NA,NA,NA,"S",5.204246521,40.9,"2003_2007",-3.093
"425_2008_2014","425_S-035_",41.719,41.723,1,41.723,38.95,-2.773,425,"2008_2014",425,"425_S-035_",NA,NA,NA,NA,NA,NA,0.719597283,1,"Conditionally Connected","wetland","STK-S-035",NA,5425,3234,"STK-S-035","Past",0.727614323,4.78,"STK","S","S","NS",0,1,"S-035",NA,"Xeric Isolated Cypress",NA,NA,NA,NA,"NS",1.69034,40.9,"2008_2014",-2.773
"454_1996_2002","454_S-084_",39.5639,39.955,1,39.955,33.085,-6.87,454,"1996_2002",454,"454_S-084_",NA,NA,NA,NA,NA,NA,0.750157827,1,"Conditionally Connected","wetland","STK-S-084",NA,5455,3264,"STK-S-084","Past",1.859768522,7.75,"STK","S","S","S?",0,1,"S-084",NA,"Xeric Isolated Cypress",NA,NA,NA,NA,"S",3.773848534,40.1,"1996_2002",-6.87
"454_2003_2007","454_S-084_",39.5639,39.955,1,39.955,35.26,-4.695,454,"2003_2007",454,"454_S-084_",NA,NA,1,NA,NA,NA,0.750157827,1,"Conditionally Connected","wetland","STK-S-084",NA,5455,3264,"STK-S-084","Past",1.859768522,7.75,"STK","S","S","S?",0,1,"S-084",NA,"Xeric Isolated Cypress",NA,NA,NA,NA,"S",3.525359154,40.1,"2003_2007",-4.695
"454_2008_2014","454_S-084_",39.5639,39.955,1,39.955,36.705,-3.25,454,"2008_2014",454,"454_S-084_",NA,NA,NA,NA,NA,NA,0.750157827,1,"Conditionally Connected","wetland","STK-S-084",NA,5455,3264,"STK-S-084","Past",1.859768522,7.75,"STK","S","S","S?",0,1,"S-084",NA,"Xeric Isolated Cypress",NA,NA,NA,NA,NA,1.28547,40.1,"2008_2014",-3.25
"457_1996_2002","457_S-090_Starkey Bay",32.4332,32.4406,1,32.4406,29.195,-3.2456,457,"1996_2002",457,"457_S-090_Starkey Bay",NA,NA,NA,NA,NA,NA,0.955486306,1,"Conditionally Connected","wetland","STK-S-090",NA,5458,3267,"STK-S-090","None",50.55041424,4.52,"STK","S","S","Changed",0,0,"S-090","Starkey Bay","Not assigned",NA,NA,NA,NA,"S",2.829627275,32.97,"1996_2002",-3.2456
"457_2003_2007","457_S-090_Starkey Bay",32.4332,32.4406,1,32.4406,30.605,-1.8356,457,"2003_2007",457,"457_S-090_Starkey Bay",NA,NA,1,NA,NA,NA,0.955486306,1,"Conditionally Connected","wetland","STK-S-090",NA,5458,3267,"STK-S-090","None",50.55041424,4.52,"STK","S","S","Changed",0,0,"S-090","Starkey Bay","Not assigned",NA,NA,NA,NA,"S",2.611542463,32.97,"2003_2007",-1.8356
"457_2008_2014","457_S-090_Starkey Bay",32.4332,32.4406,1,32.4406,31.2,-1.2406,457,"2008_2014",457,"457_S-090_Starkey Bay",NA,NA,NA,NA,NA,NA,0.955486306,1,"Conditionally Connected","wetland","STK-S-090",NA,5458,3267,"STK-S-090","None",50.55041424,4.52,"STK","S","S","Changed",0,0,"S-090","Starkey Bay","Not assigned",NA,NA,NA,NA,NA,1.07664,32.97,"2008_2014",-1.2406
"467_1996_2002","467_S-112_Starkey Wetland Coniferous Fore*",32.8673,32.9148,1,32.9148,29.33,-3.5848,467,"1996_2002",467,"467_S-112_Starkey Wetland Coniferous Fore*",NA,NA,NA,NA,NA,1,0.822377076,1,"Conditionally Connected","wetland","STK-S-112",1,5468,3277,"STK-S-112","None",38.62387229,3.9,"STK","S","S","NS",0,0,"S-112","Starkey Wetland Coniferous Forest","Not assigned",NA,NA,NA,NA,"S",1.891004443,33.2,"1996_2002",-3.5848
"467_2003_2007","467_S-112_Starkey Wetland Coniferous Fore*",32.8673,32.9148,1,32.9148,31.12,-1.7948,467,"2003_2007",467,"467_S-112_Starkey Wetland Coniferous Fore*",NA,NA,1,NA,NA,1,0.822377076,1,"Conditionally Connected","wetland","STK-S-112",1,5468,3277,"STK-S-112","None",38.62387229,3.9,"STK","S","S","NS",0,0,"S-112","Starkey Wetland Coniferous Forest","Not assigned",NA,NA,NA,NA,"S",1.947808981,33.2,"2003_2007",-1.7948
"467_2008_2014","467_S-112_Starkey Wetland Coniferous Fore*",32.8673,32.9148,1,32.9148,31.02,-1.8948,467,"2008_2014",467,"467_S-112_Starkey Wetland Coniferous Fore*",NA,NA,NA,NA,NA,NA,0.822377076,1,"Conditionally Connected","wetland","STK-S-112",1,5468,3277,"STK-S-112","None",38.62387229,3.9,"STK","S","S","NS",0,0,"S-112","Starkey Wetland Coniferous Forest","Not assigned",NA,NA,NA,NA,"NS",0.832436,33.2,"2008_2014",-1.8948
"470_1996_2002","470_SC-11_",36.5536,36.7225,1,36.7225,32.985,-3.7375,470,"1996_2002",470,"470_SC-11_",NA,NA,NA,NA,NA,NA,0.72979441,1,"Conditionally Connected","wetland","STK-SC-11",NA,5473,3282,"STK-SC-11","None",19.00759265,4.45,"STK","NS","NS","NS",1,1,"SC-11",NA,"Xeric Isolated Cypress",NA,NA,NA,NA,"NS",0.113412648,36.7,"1996_2002",-3.7375
"470_2003_2007","470_SC-11_",36.5536,36.7225,1,36.7225,34.73,-1.9925,470,"2003_2007",470,"470_SC-11_",NA,NA,1,NA,NA,NA,0.72979441,1,"Conditionally Connected","wetland","STK-SC-11",NA,5473,3282,"STK-SC-11","None",19.00759265,4.45,"STK","NS","NS","NS",1,1,"SC-11",NA,"Xeric Isolated Cypress",NA,NA,NA,NA,"NS",0.139552757,36.7,"2003_2007",-1.9925
"470_2008_2014","470_SC-11_",36.5536,36.7225,1,36.7225,34.58,-2.1425,470,"2008_2014",470,"470_SC-11_",NA,NA,NA,NA,NA,NA,0.72979441,1,"Conditionally Connected","wetland","STK-SC-11",NA,5473,3282,"STK-SC-11","None",19.00759265,4.45,"STK","NS","NS","NS",1,1,"SC-11",NA,"Xeric Isolated Cypress",NA,NA,NA,NA,"NS",0.039822,36.7,"2008_2014",-2.1425
"471_1996_2002","471_SC-30_",41.1484,41.0692,NA,41.1484,38.94,-2.2084,471,"1996_2002",471,"471_SC-30_",NA,NA,NA,NA,NA,NA,0.660078716,1,"Conditionally Connected","wetland","STK-SC-30",NA,5475,3284,"STK-SC-30","None",10.8374977,6.69,"STK","NS","NS","NS",1,1,"SC-30",NA,"Xeric Isolated Cypress",NA,NA,NA,NA,"NS",0.203058124,41.6,"1996_2002",-2.2084
"471_2003_2007","471_SC-30_",41.1484,41.0692,NA,41.1484,40.07,-1.0784,471,"2003_2007",471,"471_SC-30_",NA,NA,1,NA,NA,NA,0.660078716,1,"Conditionally Connected","wetland","STK-SC-30",NA,5475,3284,"STK-SC-30","None",10.8374977,6.69,"STK","NS","NS","NS",1,1,"SC-30",NA,"Xeric Isolated Cypress",NA,NA,NA,NA,"NS",0.411849588,41.6,"2003_2007",-1.0784
"471_2008_2014","471_SC-30_",41.1484,41.0692,NA,41.1484,39.91,-1.2384,471,"2008_2014",471,"471_SC-30_",NA,NA,NA,NA,NA,NA,0.660078716,1,"Conditionally Connected","wetland","STK-SC-30",NA,5475,3284,"STK-SC-30","None",10.8374977,6.69,"STK","NS","NS","NS",1,1,"SC-30",NA,"Xeric Isolated Cypress",NA,NA,NA,NA,"NS",0.08782,41.6,"2008_2014",-1.2384
"472_1996_2002","472_STK SC-32_Moon Lake (Pasco)",40.7784,NA,NA,40.7784,37.47,-3.3084,472,"1996_2002",472,"472_STK SC-32_Moon Lake (Pasco)",NA,NA,NA,NA,NA,NA,0.911396543,1,"Conditionally Connected","lake","STK-SC-32",1,5476,3285,"STK-SC-32","None",6.076755335,9.29,"STK","?","?","NS",1,1,"SC-32","Moon Lake","Xeric Isolated Lake",NA,NA,NA,NA,NA,0.611638188,40,"1996_2002",-3.3084
"472_2003_2007","472_STK SC-32_Moon Lake (Pasco)",40.7784,NA,NA,40.7784,39.47,-1.3084,472,"2003_2007",472,"472_STK SC-32_Moon Lake (Pasco)",NA,NA,1,NA,NA,NA,0.911396543,1,"Conditionally Connected","lake","STK-SC-32",1,5476,3285,"STK-SC-32","None",6.076755335,9.29,"STK","?","?","NS",1,1,"SC-32","Moon Lake","Xeric Isolated Lake",NA,NA,NA,NA,NA,0.673192918,40,"2003_2007",-1.3084
"472_2008_2014","472_STK SC-32_Moon Lake (Pasco)",40.7784,NA,NA,40.7784,NA,NA,472,"2008_2014",472,"472_STK SC-32_Moon Lake (Pasco)",NA,NA,NA,NA,NA,NA,0.911396543,1,"Conditionally Connected","lake","STK-SC-32",1,5476,3285,"STK-SC-32","None",6.076755335,9.29,"STK","?","?","NS",1,1,"SC-32","Moon Lake","Xeric Isolated Lake",NA,NA,NA,NA,"NS",0.204741,40,"2008_2014",NA
"483_1996_2002","483_SC-92_",41.0321,41.0207,NA,41.0321,35.635,-5.3971,483,"1996_2002",483,"483_SC-92_",NA,NA,NA,NA,NA,NA,0.601159916,1,"Conditionally Connected","wetland","STK-SC-92",NA,5488,3295,"STK-SC-92","None",4.956520227,9.12,"STK","S","S","Changed",0,0,"SC-92",NA,"Xeric Isolated Cypress",NA,NA,NA,NA,"S",2.054087162,42.8,"1996_2002",-5.3971
"483_2003_2007","483_SC-92_",41.0321,41.0207,NA,41.0321,38.27,-2.7621,483,"2003_2007",483,"483_SC-92_",NA,NA,1,NA,NA,1,0.601159916,1,"Conditionally Connected","wetland","STK-SC-92",NA,5488,3295,"STK-SC-92","None",4.956520227,9.12,"STK","S","S","Changed",0,0,"SC-92",NA,"Xeric Isolated Cypress",NA,NA,NA,NA,"S",1.815901995,42.8,"2003_2007",-2.7621
"483_2008_2014","483_SC-92_",41.0321,41.0207,NA,41.0321,37.84,-3.1921,483,"2008_2014",483,"483_SC-92_",NA,NA,NA,NA,NA,NA,0.601159916,1,"Conditionally Connected","wetland","STK-SC-92",NA,5488,3295,"STK-SC-92","None",4.956520227,9.12,"STK","S","S","Changed",0,0,"SC-92",NA,"Xeric Isolated Cypress",NA,NA,NA,NA,NA,0.696556,42.8,"2008_2014",-3.1921
"5_1996_2002","5_CBR Q05_",67.4893,67.659,1,67.659,57.78,-9.879,5,"1996_2002",5,"5_CBR Q05_",NA,NA,NA,NA,NA,NA,0.882423069,1,"Connected","wetland","CBR-Q05",NA,4867,1527,"CBR-Q05","None",8.583754242,6.52,"CBR","S","S","S",0,0,"CBR Q05",NA,"Xeric Isolated Marsh",NA,NA,NA,NA,"S",6.637341976,67.5,"1996_2002",-9.879
"5_2003_2007","5_CBR Q05_",67.4893,67.659,1,67.659,62.49,-5.169,5,"2003_2007",5,"5_CBR Q05_",NA,NA,1,NA,NA,NA,0.882423069,1,"Connected","wetland","CBR-Q05",NA,4867,1527,"CBR-Q05","None",8.583754242,6.52,"CBR","S","S","S",0,0,"CBR Q05",NA,"Xeric Isolated Marsh",NA,NA,NA,NA,"S",4.302205563,67.5,"2003_2007",-5.169
"5_2008_2014","5_CBR Q05_",67.4893,67.659,1,67.659,57.86,-9.799,5,"2008_2014",5,"5_CBR Q05_",NA,NA,NA,NA,NA,NA,0.882423069,1,"Connected","wetland","CBR-Q05",NA,4867,1527,"CBR-Q05","None",8.583754242,6.52,"CBR","S","S","S",0,0,"CBR Q05",NA,"Xeric Isolated Marsh",NA,NA,NA,NA,"S",3.58345,67.5,"2008_2014",-9.799
"6_1996_2002","6_CBR Q06_",67.04,68.1346,1,68.1346,49.985,-18.1496,6,"1996_2002",6,"6_CBR Q06_",NA,NA,NA,NA,NA,NA,0.882880542,1,"Connected","wetland","CBR-Q06",NA,4868,1528,"CBR-Q06","None",2.628834525,8.5,"CBR","S","S","S",0,0,"CBR Q06","Kitchen Sink","Xeric Isolated Marsh",NA,NA,NA,NA,"S",5.950614929,70.6,"1996_2002",-18.1496
"6_2003_2007","6_CBR Q06_",67.04,68.1346,1,68.1346,51.88,-16.2546,6,"2003_2007",6,"6_CBR Q06_",NA,NA,1,NA,NA,NA,0.882880542,1,"Connected","wetland","CBR-Q06",NA,4868,1528,"CBR-Q06","None",2.628834525,8.5,"CBR","S","S","S",0,0,"CBR Q06","Kitchen Sink","Xeric Isolated Marsh",NA,NA,NA,NA,"S",3.866470814,70.6,"2003_2007",-16.2546
"6_2008_2014","6_CBR Q06_",67.04,68.1346,1,68.1346,51.355,-16.7796,6,"2008_2014",6,"6_CBR Q06_",NA,NA,NA,NA,NA,NA,0.882880542,1,"Connected","wetland","CBR-Q06",NA,4868,1528,"CBR-Q06","None",2.628834525,8.5,"CBR","S","S","S",0,0,"CBR Q06","Kitchen Sink","Xeric Isolated Marsh",NA,NA,NA,NA,"S",3.43577,70.6,"2008_2014",-16.7796
"7_1996_2002","7_CBR Q07_",65.9034,66.48,1,66.48,52.42,-14.06,7,"1996_2002",7,"7_CBR Q07_",NA,NA,NA,NA,NA,NA,0.839103324,1,"Connected","wetland","CBR-Q07",NA,4869,1529,"CBR-Q07","Current/Recent",27.58105743,4.86,"CBR","S","S","S",0,0,"CBR Q07",NA,"Unknown (probably xeric)",NA,NA,NA,NA,"S",5.819190502,65.8,"1996_2002",-16.45
"7_2003_2007","7_CBR Q07_",65.9034,66.48,1,66.48,57.955,-8.525,7,"2003_2007",7,"7_CBR Q07_",NA,NA,1,NA,NA,NA,0.839103324,1,"Connected","wetland","CBR-Q07",NA,4869,1529,"CBR-Q07","Current/Recent",27.58105743,4.86,"CBR","S","S","S",0,0,"CBR Q07",NA,"Unknown (probably xeric)",NA,NA,NA,NA,"S",3.606884003,65.8,"2003_2007",-10.915
"7_2008_2014","7_CBR Q07_",65.9034,66.48,1,66.48,52.8,-13.68,7,"2008_2014",7,"7_CBR Q07_",NA,NA,NA,NA,NA,NA,0.839103324,1,"Connected","wetland","CBR-Q07",NA,4869,1529,"CBR-Q07","Current/Recent",27.58105743,4.86,"CBR","S","S","S",0,0,"CBR Q07",NA,"Unknown (probably xeric)",NA,NA,NA,NA,"S",2.92861,65.8,"2008_2014",-16.07
"8_1996_2002","8_CBR Q08_",67.1524,67.6264,1,67.6264,53.885,-13.7414,8,"1996_2002",8,"8_CBR Q08_",NA,NA,NA,NA,NA,NA,0.871764498,1,"Connected","wetland","CBR-Q08",NA,4870,1530,"CBR-Q08","None",29.965378,8.29,"CBR","S","S","S",0,0,"CBR Q08",NA,"Xeric Isolated Marsh",NA,NA,NA,NA,"S",5.102272034,67.5,"1996_2002",-13.7414
"8_2003_2007","8_CBR Q08_",67.1524,67.6264,1,67.6264,58.82,-8.8064,8,"2003_2007",8,"8_CBR Q08_",NA,NA,1,NA,NA,NA,0.871764498,1,"Connected","wetland","CBR-Q08",NA,4870,1530,"CBR-Q08","None",29.965378,8.29,"CBR","S","S","S",0,0,"CBR Q08",NA,"Xeric Isolated Marsh",NA,NA,NA,NA,"S",3.030604362,67.5,"2003_2007",-8.8064
"8_2008_2014","8_CBR Q08_",67.1524,67.6264,1,67.6264,53.295,-14.3314,8,"2008_2014",8,"8_CBR Q08_",NA,NA,NA,NA,NA,NA,0.871764498,1,"Connected","wetland","CBR-Q08",NA,4870,1530,"CBR-Q08","None",29.965378,8.29,"CBR","S","S","S",0,0,"CBR Q08",NA,"Xeric Isolated Marsh",NA,NA,NA,NA,"S",2.61752,67.5,"2008_2014",-14.3314
